id,title,artist,genre,danceability,energy,valence,acousticness,tempo
609,Longest Night,Howie Day,acoustic,0.231,0.636,0.244,0.00402,202.098
610,Photograph,Andrew Foy;Renee Foy,acoustic,0.807,0.0459,0.275,0.852,110.512
611,Shame,Ciaran Lavery,acoustic,0.619,0.299,0.31,0.846,115.405
612,Iris,Bailey Jehl,acoustic,0.605,0.316,0.344,0.869,134.054
613,Running Wild,Jules Larson,acoustic,0.529,0.663,0.223,0.368,96.991
614,彼方で,Masaharu Fukuyama,acoustic,0.459,0.57,0.361,0.199,72.978
615,Hazy (Featuring William Fitzsimmons),Rosi Golan,acoustic,0.515,0.0686,0.33,0.936,113.185
616,Let It Go,Colin & Caroline,acoustic,0.46,0.319,0.329,0.861,145.765
617,I Wanna Be Your Ghost (feat. Ghosts),Gen Hoshino,acoustic,0.829,0.751,0.96,0.0142,129.993
618,約束の丘,Masaharu Fukuyama,acoustic,0.524,0.852,0.635,0.0159,92.748
619,Young And In Love,Ingrid Michaelson,acoustic,0.626,0.575,0.222,0.0694,119.97
620,No Plans,Jason Mraz,acoustic,0.491,0.304,0.459,0.5,149.288
621,Easy on Me,Boyce Avenue,acoustic,0.586,0.514,0.27,0.56,142.021
622,Tonight You Belong To Me,Eddie Vedder;Cat Power,acoustic,0.653,0.174,0.611,0.991,138.981
623,Closer,Ysabelle Cuevas,acoustic,0.558,0.172,0.518,0.874,90.146
624,One Last Breath,Boyce Avenue,acoustic,0.45,0.335,0.166,0.788,125.484
625,Devil's Backbone,The Civil Wars,acoustic,0.254,0.349,0.303,0.85,170.214
626,Waltzing Matilda,Will Moore,acoustic,0.625,0.285,0.173,0.897,141.611
627,Girls Chase Boys,Ingrid Michaelson,acoustic,0.518,0.828,0.69,0.03,84.835
628,The Woman I Love,Jason Mraz,acoustic,0.591,0.647,0.678,0.067,79.68
629,The Love Me or Die,C.W. Stoneking,acoustic,0.609,0.53,0.919,0.84,150.405
630,美しき花,Masaharu Fukuyama,acoustic,0.524,0.797,0.766,0.0567,105.901
631,Isn't She Lovely,Suy Galvez,acoustic,0.71,0.646,0.615,0.789,120.028
632,世界中の誰よりきっと,Mone Kamishiraishi,acoustic,0.578,0.636,0.556,0.0874,124.9
633,Black Horse And The Cherry Tree,KT Tunstall,acoustic,0.748,0.786,0.917,0.328,104.833
634,Drunks,Johnnyswim,acoustic,0.399,0.461,0.205,0.157,96.591
635,Coming Home,Drew Holcomb;Ellie Holcomb;Drew Holcomb & The Neighbors,acoustic,0.625,0.81,0.741,0.146,104.066
636,I'm Tore Down,Freddie King,acoustic,0.64,0.496,0.954,0.616,116.632
637,Neighbor (Piano Version),JJ Heller,acoustic,0.446,0.142,0.192,0.91,115.911
638,I Will Always Be Yours,Ben Rector,acoustic,0.444,0.771,0.45,0.13,148.028
639,Nine on the Bortle,Days N Daze,acoustic,0.408,0.685,0.905,0.84,159.831
640,Redemption,Frank Turner,acoustic,0.658,0.678,0.63,0.00897,131.976
641,Other Side Of The World,KT Tunstall,acoustic,0.427,0.695,0.368,0.487,160.142
642,Setting Forth,Eddie Vedder,acoustic,0.549,0.78,0.804,0.0116,119.369
643,Eulogy,Frank Turner,acoustic,0.284,0.108,0.282,0.674,148.956
644,Tarnished Ol' Photograph,Days N Daze,acoustic,0.522,0.403,0.621,0.642,123.196
645,Rocksteady,Marc Broussard,acoustic,0.719,0.849,0.886,0.018,120.063
646,Come on In,The Bridge City Sinners,acoustic,0.544,0.911,0.851,0.661,114.776
647,Laugh While You Can,The Bridge City Sinners,acoustic,0.672,0.879,0.74,0.629,119.996
648,Untainted Love,Frank Turner,acoustic,0.573,0.789,0.332,0.000488,128.077
649,Whiny Bitch,Harley Poe,acoustic,0.495,0.811,0.9,0.534,173.56
650,I Wanna See It Burn,Days N Daze;Juicy Karkass,acoustic,0.48,0.6,0.944,0.24,92.545
651,I'll Be Home for Christmas,Mindy Smith,acoustic,0.57,0.427,0.186,0.368,98.995
652,It's Amazing,Mindy Smith,acoustic,0.612,0.484,0.254,0.643,138.961
653,How Far Does the Dark Go?,Anya Marina,acoustic,0.401,0.546,0.15,0.395,89.331
654,THATS WHAT I WANT (Acoustic),Adam Christopher,acoustic,0.759,0.275,0.457,0.81,73.553
655,Dynamite - Acoustic,Hannah's Yard,acoustic,0.737,0.391,0.836,0.807,93.936
656,Never Stop (Wedding Version),SafetySuit,acoustic,0.639,0.439,0.51,0.872,133.87
657,You're Mine (The Chase),Meiko,acoustic,0.532,0.667,0.67,0.14,144.901
658,パラレル・ラブ,Yosui Inoue;Tamio Okuda,acoustic,0.656,0.826,0.894,0.00453,117.648
659,Let Her Go,Boyce Avenue;Hannah Trigwell,acoustic,0.597,0.334,0.342,0.86,134.94
660,So Are We,Canyon City,acoustic,0.496,0.11,0.235,0.911,145.277
661,Shallow,Eddy Tyler,acoustic,0.613,0.346,0.128,0.89,95.981
662,Hold Each Other (feat. Futuristic),A Great Big World;Futuristic,acoustic,0.61,0.796,0.51,0.0365,159.944
663,別れの予感,Hanare Gumi,acoustic,0.63,0.367,0.547,0.052,98.995
664,I Was Born To Love You,Ray LaMontagne,acoustic,0.659,0.236,0.216,0.84,78.088
665,Naked Heart,Aimyon,acoustic,0.559,0.448,0.354,0.537,148.02
666,Smell the Coffee,Kaiak,acoustic,0.637,0.46,0.345,0.855,93.955
667,See You Again,Boyce Avenue;Bea Miller,acoustic,0.57,0.413,0.278,0.535,152.032
668,ゆめのなか,Sakura Fujiwara,acoustic,0.565,0.566,0.551,0.472,92.017
669,More Than You Know - Acoustic Covers of Popular Songs,Filip Nordin,acoustic,0.776,0.319,0.501,0.791,98.016
670,Nothing Really Matters,Gabrielle Aplin,acoustic,0.328,0.53,0.753,0.0602,162.031
671,Don't Wanna Know - Acoustic Version,The Mayries,acoustic,0.438,0.448,0.366,0.706,118.37
672,Sweetest Thing,Allman Brown,acoustic,0.546,0.411,0.528,0.701,79.785
673,A Safe Place to Land (feat. John Legend),Sara Bareilles;John Legend,acoustic,0.424,0.253,0.16,0.825,129.812
674,Your Song,Suy Galvez,acoustic,0.586,0.415,0.704,0.836,140.005
675,Billie Jean,The Civil Wars,acoustic,0.532,0.203,0.543,0.829,89.646
676,Cadillac Assembly Line,"Melvin Taylor;Lucky Peterson;Titus Williams;Ray ""Killer"" Allison",acoustic,0.735,0.355,0.724,0.656,93.553
677,Pirates of the Caribbean Theme,Eddie van der Meer,acoustic,0.315,0.516,0.184,0.859,188.325
678,全て身に覚えのある痛みだろう?,Takehara Pistol,acoustic,0.625,0.776,0.617,0.0299,88.002
679,Life Is A Bitch,Luther Allison,acoustic,0.594,0.744,0.778,0.648,102.344
680,オールドルーキー (再録),Takehara Pistol,acoustic,0.414,0.42,0.376,0.303,97.136
681,The Past Recedes,John Frusciante,acoustic,0.381,0.334,0.171,0.202,102.632
682,Laro Laro Laro,Maris Racal,acoustic,0.466,0.14,0.351,0.921,147.328
683,Stones,Front Porch Step,acoustic,0.636,0.776,0.402,0.00662,95.999
684,Need You,Penny and Sparrow,acoustic,0.545,0.642,0.555,0.517,78.51
685,When It's Gone,We The Heathens,acoustic,0.532,0.54,0.765,0.724,169.826
686,Heaven Sent,Front Porch Step,acoustic,0.615,0.312,0.354,0.727,135.145
687,Too Much Heaven,Gail Blanco,acoustic,0.664,0.45,0.26,0.781,83.987
688,Face the Void,Ramshackle Glory,acoustic,0.466,0.421,0.788,0.00798,146.791
689,V: Fair Trade Death March,RENT STRIKE,acoustic,0.342,0.731,0.665,0.0675,181.81
690,Fate of a Coward,Days N Daze,acoustic,0.583,0.534,0.943,0.569,123.094
691,Don't Start Me To Talkin',Sonny Boy Williamson II,acoustic,0.699,0.761,0.706,0.806,115.048
692,Angel of Death,AJJ,acoustic,0.645,0.626,0.307,0.259,118.585
693,Bitter Old Man - Live,Ramshackle Glory,acoustic,0.577,0.453,0.51,0.395,132.944
694,You're a Witch,Harley Poe,acoustic,0.529,0.936,0.849,0.256,91.952
695,Non Serviam,Frank Turner,acoustic,0.455,0.961,0.417,1.09e-05,95.069
696,The Gathering,Frank Turner,acoustic,0.455,0.938,0.552,0.0022,143.887
697,7 Years,Eric Lumiere,acoustic,0.662,0.268,0.394,0.858,111.594
698,Comfort epershand Control,Days N Daze,acoustic,0.486,0.423,0.75,0.784,127.551
699,Demons,Frank Turner,acoustic,0.285,0.938,0.286,0.00145,159.017
700,愛を伝えたいだとか,Aimyon,acoustic,0.673,0.85,0.793,0.0345,100.008
701,FUSHIGI,Gen Hoshino,acoustic,0.753,0.574,0.527,0.0512,89.024
702,Bad News Is Coming,Luther Allison,acoustic,0.639,0.496,0.467,0.713,140.394
703,I Mean Love,Ethan Loukas,acoustic,0.748,0.428,0.565,0.542,115.067
704,Night Bus,Gabrielle Aplin,acoustic,0.458,0.815,0.362,0.00374,118.226
705,Dark Matter,Andrew Belle,acoustic,0.483,0.806,0.19,0.0881,147.049
706,Doraemon,Gen Hoshino,acoustic,0.64,0.547,0.95,0.00676,159.992
707,Landslide,Carly Lyman;Jason Lux,acoustic,0.483,0.143,0.342,0.958,104.932
708,I'd Rather Be With You [Radio Edit],Joshua Radin,acoustic,0.512,0.671,0.397,0.0314,82.342
709,Leave The Door Open - Acoustic,Blame Jones,acoustic,0.817,0.305,0.52,0.874,148.017
710,Careful,Michelle Featherstone,acoustic,0.505,0.835,0.484,0.46,144.171
711,Use Somebody - Acoustic,Lusaint,acoustic,0.591,0.269,0.246,0.911,124.441
712,She Only Lies,Kurt Cobain,acoustic,0.474,0.0699,0.243,0.992,114.606
713,What About Us - Acoustic,Thomas Daniel,acoustic,0.427,0.229,0.222,0.935,125.195
714,Hound Dog,Big Mama Thornton,acoustic,0.563,0.542,0.785,0.706,133.285
715,Turn To Stone,Ingrid Michaelson,acoustic,0.354,0.175,0.323,0.781,111.089
716,Drawn by the Wind (Arr. for Guitar),Joseph Sullinger,acoustic,0.514,0.239,0.338,0.982,119.998
717,Don't Shy From The Light,Neulore,acoustic,0.285,0.305,0.0419,0.26,133.513
718,Memories (Acoustic),Ben Woodward,acoustic,0.802,0.183,0.664,0.809,91.078
719,She’s The Song,Nathan Angelo,acoustic,0.614,0.517,0.424,0.747,133.868
720,When You Fall in Love,Andrew Ripp,acoustic,0.63,0.301,0.395,0.877,104.959
721,I Won’t Give Up,Jason Mraz,acoustic,0.543,0.329,0.141,0.69,136.549
722,Suitcase,JJ Heller,acoustic,0.397,0.312,0.141,0.772,179.605
723,Stitches,Filip Nordin,acoustic,0.686,0.347,0.539,0.725,145.837
724,I 'll Play the Blues for You,"Melvin Taylor;Lucky Peterson;Titus Williams;Ray ""Killer"" Allison",acoustic,0.654,0.316,0.697,0.786,94.485
725,PRIDE,Mone Kamishiraishi,acoustic,0.747,0.294,0.412,0.956,119.948
726,The Power of Love,Gabrielle Aplin,acoustic,0.277,0.291,0.175,0.901,75.119
727,Arms Of A Woman,Amos Lee,acoustic,0.54,0.0674,0.12,0.888,141.988
728,Seeing Other People,Donovan Woods,acoustic,0.444,0.44,0.339,0.741,76.959
729,King of Anything,Sara Bareilles,acoustic,0.676,0.762,0.81,0.461,119.003
730,Lost Cause - Acoustic Covers Versions of Popular Songs,Covers Culture;Acoustic Covers Culture;Lounge Covers Culture Of Popular Songs,acoustic,0.664,0.274,0.392,0.899,75.01
731,The Weakness in Me,Keisha White,acoustic,0.717,0.436,0.319,0.0569,128.112
732,Honey,Austin Plaine,acoustic,0.517,0.578,0.398,0.367,138.178
733,I Like to Be With Me When I'm With You,Drew Holcomb & The Neighbors,acoustic,0.595,0.384,0.691,0.682,90.726
734,No More - Live,Eddie Vedder,acoustic,0.337,0.605,0.424,0.862,59.327
735,On & On,Beans on Toast,acoustic,0.746,0.421,0.545,0.409,97.152
736,A Million Years,Johnnyswim,acoustic,0.71,0.782,0.523,0.0684,123.04
737,End Of The Road,Eddie Vedder,acoustic,0.585,0.441,0.0591,0.501,114.091
738,"It Really Sucked, Actually",Not Half Bad,acoustic,0.673,0.637,0.541,0.295,105.043
739,The Work,Frank Turner,acoustic,0.491,0.913,0.59,1.88e-05,89.987
740,Trenchfoot,Chuck Ragan,acoustic,0.643,0.407,0.332,0.414,132.449
741,Unicron,AJJ,acoustic,0.495,0.531,0.827,0.696,155.227
742,Issues,Violent Femmes,acoustic,0.582,0.541,0.562,0.324,154.871
743,Darkest Heart,AJJ,acoustic,0.463,0.656,0.798,0.0845,176.907
744,Letter Home,"Defiance, Ohio",acoustic,0.5,0.764,0.966,0.168,126.899
745,Control,NORMANDY;Lynn Miller,acoustic,0.709,0.156,0.188,0.924,109.799
746,Fall Out,Days N Daze,acoustic,0.434,0.832,0.591,0.348,93.674
747,Roll Me Through the Gates of Hell - Acoustic Version,Mischief Brew,acoustic,0.488,0.627,0.757,0.416,118.434
748,SUN,Gen Hoshino,acoustic,0.782,0.684,0.858,0.021,108.171
749,Sweet but Psycho - Acoustic,Parker Jenkins,acoustic,0.664,0.263,0.371,0.814,96.214
750,I'm the One - Acoustic,Sunset & Highland,acoustic,0.601,0.372,0.444,0.835,146.086
751,Magic,Gabrielle Aplin,acoustic,0.652,0.586,0.554,0.469,144.031
752,Lost,Kris Allen,acoustic,0.47,0.292,0.168,0.904,66.109
753,黄金の月,Shikao Suga,acoustic,0.673,0.658,0.863,0.176,97.989
754,It Would Be You,Ben Rector,acoustic,0.655,0.587,0.521,0.26,91.494
755,As It Was - Acoustic Instrumental,Guus Dielissen,acoustic,0.287,0.245,0.624,0.915,84.056
756,Sweet Child O' Mine - Acoustic,Jae Hall,acoustic,0.456,0.134,0.316,0.976,127.976
757,Beyond The Sea,Kina Grannis,acoustic,0.676,0.118,0.517,0.935,103.948
758,Have I Told You Lately That I Love You - Acoustic,John Adams,acoustic,0.58,0.188,0.431,0.935,121.648
759,Pilots,Andrew Ripp,acoustic,0.809,0.555,0.473,0.481,104.085
760,さくら - 二〇一九,Naotaro Moriyama,acoustic,0.422,0.248,0.219,0.95,134.042
761,Homeland,Chord Overstreet,acoustic,0.49,0.456,0.405,0.0156,154.805
762,The Hardest Thing,Tyler Ward,acoustic,0.605,0.396,0.325,0.387,132.08
763,Supermarket Flowers,Postcards & Polaroids;Sad Boy,acoustic,0.463,0.156,0.478,0.89,180.191
764,陽はまた昇る,Yu Takahashi,acoustic,0.532,0.928,0.808,0.108,113.927
765,Swans,Unkle Bob,acoustic,0.387,0.41,0.149,0.608,117.391
766,The Greatest Showman - Rewrite The Stars (Acoustic),The Cameron Collective,acoustic,0.758,0.206,0.25,0.628,124.873
767,Perfect,Boyce Avenue,acoustic,0.631,0.29,0.398,0.857,96.593
768,A Million Dreams - Acoustic,John Adams,acoustic,0.545,0.169,0.291,0.953,138.199
769,3636,Aimyon,acoustic,0.579,0.612,0.623,0.702,155.921
770,君はロックを聴かない,Aimyon,acoustic,0.524,0.687,0.619,0.00135,99.919
771,Tears In Heaven,Boyce Avenue,acoustic,0.747,0.0926,0.328,0.921,77.94
772,Paperweight by Joshua Radin and Schuyler Fisk,Joshua Radin,acoustic,0.422,0.119,0.405,0.555,179.844
773,Meant to Be,JJ Heller,acoustic,0.539,0.356,0.489,0.764,73.703
774,Paasa,Kurei,acoustic,0.737,0.238,0.234,0.891,119.085
775,No Matter Where You Are - Wedding Version,Us The Duo,acoustic,0.642,0.15,0.27,0.832,104.978
776,大安,Hanare Gumi,acoustic,0.731,0.485,0.463,0.284,106.052
777,Now We're Starting Over Again,Suy Galvez,acoustic,0.587,0.311,0.374,0.817,113.683
778,In the Morning,JJ Heller,acoustic,0.277,0.198,0.134,0.498,149.937
779,My Babe,Little Walter,acoustic,0.676,0.334,0.867,0.862,158.0
780,What a Time to Be Alive,Matt Pless,acoustic,0.673,0.424,0.709,0.3,115.038
781,The Longer I Run,Peter Bradley Adams,acoustic,0.602,0.52,0.523,0.732,151.912
782,You're Not Sorry - Acoustic Covers Versions of Popular Songs,Covers Culture;Acoustic Covers Culture;Lounge Covers Culture Of Popular Songs,acoustic,0.582,0.181,0.172,0.821,133.431
783,"Don't Think Twice, It's All Right - Acoustic",Jay Filson,acoustic,0.489,0.124,0.257,0.952,91.386
784,Is There Something,Suy Galvez,acoustic,0.696,0.379,0.359,0.772,112.967
785,Living in the Moment,Jason Mraz,acoustic,0.65,0.628,0.7,0.0483,84.141
786,Torches Are Calling,Days N Daze,acoustic,0.389,0.494,0.909,0.186,86.872
787,Close to You,Gail Blanco,acoustic,0.721,0.446,0.542,0.797,118.001
788,Far Behind,Eddie Vedder,acoustic,0.467,0.855,0.565,0.174,135.813
789,Protest Songs,Ankle Grease,acoustic,0.37,0.703,0.482,0.366,143.848
790,White Worms,AJJ,acoustic,0.336,0.761,0.501,0.000546,127.065
791,Miranda,Frank Turner,acoustic,0.524,0.578,0.29,0.000971,75.032
792,Linoleum,Frank Turner,acoustic,0.548,0.666,0.582,0.281,98.806
793,God Gave Me You,Dave Barnes,acoustic,0.459,0.823,0.55,0.00332,152.062
794,Perfectly Dysfunctional,Days N Daze,acoustic,0.316,0.879,0.647,0.827,88.614
795,Internet Song,Apes of the State,acoustic,0.741,0.66,0.856,0.521,81.061
796,Welcome to Hell,Get Dead,acoustic,0.474,0.843,0.901,0.0205,131.992
797,Pop Virus,Gen Hoshino,acoustic,0.629,0.441,0.782,0.0339,78.177
798,All Too Well - Jake's Version,John Elliott,acoustic,0.685,0.483,0.331,0.0772,93.032
799,Dilemma,Brandon Chase;Taylor Manns,acoustic,0.627,0.246,0.52,0.788,141.303
800,Miss You,Gabrielle Aplin,acoustic,0.592,0.686,0.397,0.178,101.015
801,Kiss Me,Zak Manley,acoustic,0.663,0.178,0.541,0.676,82.372
802,Teenage Dream,Sara Farell,acoustic,0.53,0.0776,0.282,0.937,179.911
803,White,Tim Halperin,acoustic,0.537,0.674,0.329,0.426,92.049
804,All Falls Down,Linn Brikell,acoustic,0.699,0.189,0.328,0.944,129.794
805,This Is Love,Zack Tabudlo,acoustic,0.683,0.459,0.287,0.257,93.083
806,Still Falling For You - Acoustic,Sara Farell;Simon Samaeng,acoustic,0.375,0.298,0.425,0.822,174.03
807,I Will Wait,The Mayries,acoustic,0.421,0.107,0.118,0.948,104.218
808,Always Be My Baby,Rosie Thomas;The Shins;Sufjan Stevens;Josh Ottum,acoustic,0.516,0.311,0.558,0.936,129.958
809,Jocelyn Flores - Acoustic Guitar,Celestial Conscience,acoustic,0.709,0.119,0.336,0.902,135.223
810,Use Somebody - Acoustic Version,Isabella Celander,acoustic,0.57,0.271,0.273,0.82,125.862
811,As Long as You Love Me,Erato;Charlotte Almgren,acoustic,0.404,0.167,0.298,0.891,202.996
812,Can't Go Back,Rosi Golan,acoustic,0.559,0.241,0.142,0.963,118.916
813,The Nights - Acoustic,Caj Morgan,acoustic,0.768,0.331,0.663,0.576,107.044
814,月ひとしずく,Yosui Inoue;Tamio Okuda,acoustic,0.592,0.773,0.729,0.223,121.097
815,Party of One (feat. Sam Smith),Brandi Carlile;Sam Smith,acoustic,0.354,0.206,0.202,0.779,139.056
816,恋の魔力,Masaharu Fukuyama,acoustic,0.495,0.865,0.881,0.000791,156.924
817,Take Me Home,Us The Duo,acoustic,0.356,0.193,0.14,0.14,145.428
818,ドサ回り数え歌,Takehara Pistol,acoustic,0.417,0.264,0.501,0.279,86.328
819,純風,Kazuyoshi Saito,acoustic,0.731,0.868,0.975,0.111,111.154
820,Fix You,Boyce Avenue;Tyler Ward,acoustic,0.421,0.441,0.0992,0.413,138.07
821,Truth,Front Porch Step,acoustic,0.6,0.65,0.49,0.00921,139.975
822,Jericho,Andrew Ripp,acoustic,0.501,0.716,0.363,0.189,70.919
823,The Weakness In Me,Keisha White,acoustic,0.717,0.554,0.324,0.0592,128.039
824,Invincible,Eddie Vedder,acoustic,0.578,0.742,0.2,0.00511,107.028
825,Yellow Lines,Brendan James,acoustic,0.636,0.735,0.537,0.036,120.969
826,What a Wonderful World,Joseph Sullinger,acoustic,0.516,0.144,0.433,0.992,134.688
827,No More,Eddie Vedder,acoustic,0.379,0.53,0.577,0.468,62.06
828,Spoonful,Howlin' Wolf,acoustic,0.821,0.376,0.824,0.669,119.039
829,Over,Johnnyswim,acoustic,0.371,0.51,0.147,0.296,113.32
830,Body Terror Song,AJJ,acoustic,0.507,0.399,0.225,0.871,115.588
831,VI: Don't Let Love Bog You Down,RENT STRIKE,acoustic,0.452,0.797,0.642,0.28,114.18
832,What Are You Doing New Years Eve,Johnnyswim,acoustic,0.456,0.285,0.282,0.769,129.262
833,SOS - Acoustic Covers Versions,Covers Culture,acoustic,0.351,0.109,0.64,0.879,76.851
834,Mosquitoes,Days N Daze,acoustic,0.638,0.543,0.922,0.636,140.864
835,High 5,Calibretto 13,acoustic,0.382,0.9,0.644,0.018,79.965
836,Don't Wanna Be Without Ya,Penny and Sparrow,acoustic,0.651,0.86,0.29,0.609,115.0
837,Of Ballots and Barricades - Live,Ramshackle Glory,acoustic,0.582,0.437,0.922,0.451,130.467
838,Dirty Little Rag,Rail Yard Ghosts,acoustic,0.461,0.799,0.797,0.744,167.255
839,Day Old Coffee,Laura Jane Grace,acoustic,0.712,0.933,0.865,0.326,152.02
840,Clawfoot,Pigeon Pit,acoustic,0.44,0.947,0.892,0.0477,185.147
841,Peach,Pigeon Pit,acoustic,0.563,0.452,0.581,0.877,91.98
842,Alone in the Dark Mansion of Madness,Harley Poe,acoustic,0.335,0.696,0.403,0.642,95.24
843,Skin Deep (feat. Derek Trucks),Buddy Guy;Derek Trucks,acoustic,0.572,0.567,0.498,0.517,135.217
844,We Shall Not Overcome,Frank Turner,acoustic,0.654,0.834,0.904,0.0172,139.377
845,Northbound,Grace Petrie,acoustic,0.446,0.787,0.586,0.0328,125.642
846,Sombody else - Acoustic,Sara Farell,acoustic,0.444,0.316,0.571,0.841,201.64
847,Stuck with U - Acoustic,Jonah Baker,acoustic,0.558,0.209,0.41,0.852,174.887
848,Havana - Acoustic,Matt Johnson,acoustic,0.807,0.403,0.95,0.901,105.037
849,Yakap,Zack Tabudlo,acoustic,0.738,0.39,0.547,0.409,113.979
850,Sunflower,Sara Farell,acoustic,0.568,0.213,0.302,0.955,72.932
851,Hollywood's Bleeding,Mother's Daughter;Beck Pete,acoustic,0.654,0.135,0.16,0.938,100.027
852,Without You,Salty Snacks,acoustic,0.551,0.161,0.356,0.954,129.786
853,Between the Stars,Canyon City,acoustic,0.484,0.292,0.0771,0.868,95.446
854,To Whom It May Concern,The Civil Wars,acoustic,0.309,0.159,0.139,0.912,87.493
855,Issues - Acoustic,Sara Farell,acoustic,0.627,0.307,0.471,0.742,104.669
856,花になる,Tamio Okuda,acoustic,0.512,0.884,0.48,5.53e-06,124.003
857,Unconditional,Richard Walters,acoustic,0.409,0.222,0.151,0.882,63.419
858,Moth To A Flame - Acoustic Instrumental,Guus Dielissen,acoustic,0.655,0.0883,0.373,0.971,119.985
859,Bleeding Love,Boyce Avenue,acoustic,0.737,0.295,0.369,0.83,107.107
860,Light,Jon Bryant,acoustic,0.512,0.359,0.132,0.567,129.83
861,A Thousand Miles,Boyce Avenue;Alex Goot,acoustic,0.564,0.731,0.257,0.517,95.036
862,Darkness Within,Michael Logen,acoustic,0.464,0.72,0.199,0.0166,160.057
863,Ikaw Lamang,Ice Seguerra,acoustic,0.614,0.441,0.148,0.76,117.991
864,Over You,Ingrid Michaelson;A Great Big World,acoustic,0.292,0.281,0.164,0.751,89.256
865,Stay Right Where You Are,Ingrid Michaelson,acoustic,0.652,0.263,0.192,0.758,119.957
866,(I Just) Died In Your Arms - Acoustic,Carly Lyman;Jason Lux,acoustic,0.747,0.221,0.369,0.93,118.029
867,Walking By Myself,Jimmy Rogers,acoustic,0.621,0.519,0.775,0.837,117.005
868,Nintendo,Todd Carey,acoustic,0.723,0.93,0.69,0.239,124.94
869,Diamonds,Mone Kamishiraishi,acoustic,0.755,0.918,0.634,0.356,111.017
870,We'll Make It Through,Ray LaMontagne,acoustic,0.502,0.309,0.273,0.575,119.236
871,Untainted Innocence,Steve Pulvers,acoustic,0.586,0.115,0.885,0.836,179.941
872,Afterglow - Stephan Baulig Remix,Andrew Foy;Renee Foy;Stephan Baulig,acoustic,0.674,0.52,0.422,0.272,116.029
873,To the Wind,Chris Cresswell,acoustic,0.491,0.561,0.22,0.108,151.943
874,What Love Really Means,JJ Heller,acoustic,0.405,0.428,0.331,0.0182,145.515
875,PEOPLE GET READY,Hanare Gumi,acoustic,0.667,0.0119,0.408,0.867,133.277
876,Lovin' Whiskey,Rory Block,acoustic,0.675,0.366,0.411,0.719,72.662
877,Already Home,A Great Big World,acoustic,0.602,0.404,0.243,0.31,83.054
878,Big Time,Johnnyswim,acoustic,0.439,0.532,0.437,0.618,129.936
879,Canada,Bobbylene,acoustic,0.608,0.15,0.434,0.863,81.988
880,Meet Me in the Shade,Chris Cresswell,acoustic,0.556,0.511,0.537,0.782,81.613
881,I Am So Mad at You,AJJ,acoustic,0.682,0.666,0.79,0.0602,93.992
882,Wind in Your Sails,Joey Cape,acoustic,0.644,0.34,0.298,0.491,129.997
883,Deathlessness,AJJ,acoustic,0.554,0.655,0.363,0.00193,100.423
884,"Little Blue Pills, Pt..3",Days N Daze,acoustic,0.565,0.611,0.914,0.345,137.289
885,Drag Me Down,Son&Dad;Filip Nordin,acoustic,0.879,0.411,0.609,0.61,119.013
886,None Exempt,Days N Daze,acoustic,0.425,0.752,0.844,0.305,105.466
887,Going To Germany,Cannon's Jug Stompers,acoustic,0.49,0.198,0.636,0.973,106.71
888,Rivers,Frank Turner,acoustic,0.279,0.498,0.492,0.217,183.874
889,When I Was Your Man,Vendredi;ELLE,acoustic,0.503,0.354,0.372,0.938,72.295
890,"Fry, Bacon, Fry (Die Pigs!)",Chad Hates George,acoustic,0.531,0.289,0.611,0.854,124.157
891,"Dance, Motherfucker, Dance!",Violent Femmes,acoustic,0.308,0.854,0.689,0.0593,193.395
892,In the Midnight Hour (feat. J.J. Grey),Marc Broussard;J.J. Grey,acoustic,0.721,0.785,0.878,0.0882,111.993
893,Seven Nation Army - Acoustic Covers Versions of Popular Songs,Vendredi;Chrissy Dave,acoustic,0.773,0.208,0.538,0.956,109.822
894,She's a Problem,Get Dead,acoustic,0.484,0.953,0.667,0.000165,97.429
895,Mood - Acoustic,Adam Christopher,acoustic,0.751,0.29,0.683,0.846,75.034
896,Long Drive,Jason Mraz,acoustic,0.527,0.578,0.405,0.197,148.134
897,Issues,Kina Grannis,acoustic,0.485,0.126,0.345,0.71,152.541
898,Pink Sky Moon,Joe Brooks,acoustic,0.588,0.291,0.336,0.763,101.158
899,We Don't Talk Anymore,Sara Farell,acoustic,0.289,0.432,0.225,0.771,85.504
900,Beautiful Girls,J-Que Beenz,acoustic,0.576,0.196,0.502,0.865,118.075
901,Something Beautiful,Tim Halperin,acoustic,0.524,0.768,0.0562,0.00816,117.947
902,Right Here Waiting,Boyce Avenue,acoustic,0.456,0.285,0.228,0.856,177.561
903,Cortes de Aragón,Roberto Diana;Muniesa,acoustic,0.426,0.0812,0.243,0.948,85.204
904,Whenever You're Around,Bootstraps,acoustic,0.531,0.5,0.319,0.534,78.076
905,The One That Got Away,Boyce Avenue,acoustic,0.655,0.502,0.368,0.579,123.931
906,With or Without You,Roses & Frey,acoustic,0.641,0.147,0.287,0.954,111.913
907,深夜高速,Kazuyoshi Saito,acoustic,0.474,0.727,0.83,0.123,79.633
908,She's The Song - Acoustic,Nathan Angelo,acoustic,0.617,0.319,0.324,0.609,133.821
909,生きてることが辛いなら,Naotaro Moriyama,acoustic,0.333,0.266,0.33,0.951,129.249
910,My Heart,The Perishers,acoustic,0.543,0.638,0.481,0.103,102.719
911,アクセス,Masaharu Fukuyama,acoustic,0.615,0.545,0.47,0.383,110.335
